scenario,scenario_label,estimand,estimand_label,estimator,procedure_label,n_attempts,n_returned,n_stable,n_unstable,n_unsupported,n_failure,mean_target,bias,bias_mcse,rmse,stable_bias,stable_bias_mcse,stable_rmse
low_rank_factor_dgp,Low-rank factors,q_f,$Q_F$,kss_he,KSS-HE,100,100,100,0,0,0,2.2500000000019638,-1.1302273580697975,0.021148305844661677,1.1496485176345288,-1.1302273580697975,0.021148305844661677,1.1496485176345288
low_rank_factor_dgp,Low-rank factors,q_f,$Q_F$,blm_estimated,BLM,100,46,46,0,54,0,2.249999999997591,-0.5757193189226519,0.07620818870228445,0.7699342149291047,-0.5757193189226519,0.07620818870228445,0.7699342149291047
low_rank_factor_dgp,Low-rank factors,q_f,$Q_F$,project_plugin_bic,Project plug-in,100,100,78,22,0,0,2.2500000000019638,247.4372034880787,192.84914595107364,1934.7128174439206,0.5350926562751906,0.5264080048879759,4.650100966299589
low_rank_factor_dgp,Low-rank factors,h_f,$H_F$,kss_he,KSS-HE,100,100,100,0,0,0,2.4999999999967266,-2.4999999999967266,1.3450899385458904e-12,2.4999999999967266,-2.4999999999967266,1.3450899385458904e-12,2.4999999999967266
low_rank_factor_dgp,Low-rank factors,h_f,$H_F$,blm_estimated,BLM,100,46,46,0,54,0,2.4999999999973004,-2.4297446099964892,0.019768194717847264,2.4333606469890796,-2.4297446099964892,0.019768194717847264,2.4333606469890796
low_rank_factor_dgp,Low-rank factors,h_f,$H_F$,project_plugin_bic,Project plug-in,100,100,78,22,0,0,2.4999999999967266,492.5246340817263,383.69743941303864,3849.3803775903284,1.1126437232862478,1.0597122056051198,9.365265766411559
low_rank_factor_dgp,Low-rank factors,rho_h,$\rho_H$,kss_he,KSS-HE,100,100,100,0,0,0,0.5555555555543433,-0.5555555555543433,6.054578641512269e-13,0.5555555555543434,-0.5555555555543433,6.054578641512269e-13,0.5555555555543434
low_rank_factor_dgp,Low-rank factors,rho_h,$\rho_H$,blm_estimated,BLM,100,46,46,0,54,0,0.5555555555555505,-0.5370501189620939,0.003582829204387298,0.537587648860212,-0.5370501189620939,0.003582829204387298,0.537587648860212
low_rank_factor_dgp,Low-rank factors,rho_h,$\rho_H$,project_plugin_bic,Project plug-in,100,100,78,22,0,0,0.5555555555543433,0.06319235459425367,0.014515979526352623,0.15765128029453251,0.012241901949706865,0.007746727953165277,0.06907077746654777
low_rank_factor_dgp,Low-rank factors,c_assign,$C_{\mathrm{assign}}$,kss_he,KSS-HE,100,100,100,0,0,0,0.45829315058749015,-0.015938510757488228,0.011904886677532998,0.11951963219007969,-0.015938510757488228,0.011904886677532998,0.11951963219007969
low_rank_factor_dgp,Low-rank factors,c_assign,$C_{\mathrm{assign}}$,blm_estimated,BLM,100,46,46,0,54,0,0.45483733429184625,-0.0896827820341664,0.02185413914720797,0.17185794801910256,-0.0896827820341664,0.02185413914720797,0.17185794801910256
low_rank_factor_dgp,Low-rank factors,c_assign,$C_{\mathrm{assign}}$,project_plugin_bic,Project plug-in,100,100,78,22,0,0,0.45829315058749015,-178.9151786752346,135.91294497558363,1364.1008664105666,-0.6466950270606829,0.40683419270513566,3.628056932475847
gklp_perfect_information_dgp,GKLP,q_f,$Q_F$,kss_he,KSS-HE,100,100,100,0,0,0,2.0339958706285794,-0.7288576613535274,0.026079279444944935,0.7736706297476457,-0.7288576613535274,0.026079279444944935,0.7736706297476457
gklp_perfect_information_dgp,GKLP,q_f,$Q_F$,blm_estimated,BLM,100,50,50,0,50,0,2.0390687618359746,-0.24614024130697548,0.09300447508901634,0.6960077624087577,-0.24614024130697548,0.09300447508901634,0.6960077624087577
gklp_perfect_information_dgp,GKLP,q_f,$Q_F$,project_plugin_bic,Project plug-in,100,100,94,6,0,0,2.0339958706285794,68.82087598565403,54.16020379254148,543.263980751113,0.004915621429384323,0.013506359451446659,0.13034333768084774
gklp_perfect_information_dgp,GKLP,h_f,$H_F$,kss_he,KSS-HE,100,100,100,0,0,0,1.9999999999933022,-1.9999999999933022,1.2279084259131838e-12,1.9999999999933027,-1.9999999999933022,1.2279084259131838e-12,1.9999999999933027
gklp_perfect_information_dgp,GKLP,h_f,$H_F$,blm_estimated,BLM,100,50,50,0,50,0,1.9999999999935352,-1.9125335207343523,0.028930683731749094,1.9232255994892216,-1.9125335207343523,0.028930683731749094,1.9232255994892216
gklp_perfect_information_dgp,GKLP,h_f,$H_F$,project_plugin_bic,Project plug-in,100,100,94,6,0,0,1.9999999999933022,127.89932576263753,104.96811937507296,1052.221716160313,0.09019768221162676,0.022812334135908725,0.23776682406947744
gklp_perfect_information_dgp,GKLP,rho_h,$\rho_H$,kss_he,KSS-HE,100,100,100,0,0,0,0.4925558528719143,-0.4925558528719143,0.0021271768300600347,0.4930103766085933,-0.4925558528719143,0.0021271768300600347,0.4930103766085933
gklp_perfect_information_dgp,GKLP,rho_h,$\rho_H$,blm_estimated,BLM,100,50,50,0,50,0,0.4914883188467595,-0.47004210800858337,0.005561615746728692,0.4716515983405034,-0.47004210800858337,0.005561615746728692,0.4716515983405034
gklp_perfect_information_dgp,GKLP,rho_h,$\rho_H$,project_plugin_bic,Project plug-in,100,100,94,6,0,0,0.4925558528719143,0.03373129176864656,0.007352768514153741,0.08056089201238958,0.01983173151722548,0.0033815230349664794,0.03816706030492974
gklp_perfect_information_dgp,GKLP,c_assign,$C_{\mathrm{assign}}$,kss_he,KSS-HE,100,100,100,0,0,0,0.5628569740771879,-0.08193259209616797,0.013532150614893915,0.1576126282178882,-0.08193259209616797,0.013532150614893915,0.1576126282178882
gklp_perfect_information_dgp,GKLP,c_assign,$C_{\mathrm{assign}}$,blm_estimated,BLM,100,50,50,0,50,0,0.5650934870509391,-0.19999700871698964,0.03430873449100478,0.3125318821369788,-0.19999700871698964,0.03430873449100478,0.3125318821369788
gklp_perfect_information_dgp,GKLP,c_assign,$C_{\mathrm{assign}}$,project_plugin_bic,Project plug-in,100,100,94,6,0,0,0.5628569740771879,-46.01577298893094,37.73276055248624,378.2457032617605,-0.16950984629026827,0.014369520172253378,0.21894409610118393
